Transaction ID; Purchase Amount (USD) ;Payment Method;Review Rating
2408; $37.00 ;Debit Card;4.1
695; $63.00 ;Venmo;3.2
1469; $99.00 ;Cash;2.7
81; $37.00 ;PayPal;4.7
946; $34.00 ;PayPal;3.2
2748; $32.00 ;Venmo;2.5
1385; $23.00 ;Bank Transfer;4.3
2674; $78.00 ;Venmo;4.4
2205; $54.00 ;PayPal;4.7
3172; $94.00 ;PayPal;4
148; $75.00 ;Debit Card;4.6
554; $69.00 ;Venmo;3.8
746; $35.00 ;Bank Transfer;3.2
914; $78.00 ;Bank Transfer;5
426; $29.00 ;Debit Card;3.5
2372; $62.00 ;Credit Card;3.7
2294; $58.00 ;Venmo;4.8
596; $88.00 ;PayPal;3.7
3891; $80.00 ;Cash;3.5
3683; $47.00 ;Bank Transfer;4.9
3452; $51.00 ;PayPal;4.7
1965; $25.00 ;Bank Transfer;4.9
1593; $36.00 ;PayPal;4.3
2837; $79.00 ;Venmo;3.1
2696; $41.00 ;Venmo;3.4
697; $68.00 ;PayPal;2.7
726; $51.00 ;PayPal;2.6
817; $38.00 ;Debit Card;2.9
2667; $46.00 ;Debit Card;2.7
1362; $20.00 ;Credit Card;4.5
1918; $25.00 ;Venmo;3.1
3637; $89.00 ;PayPal;3.2
933; $77.00 ;PayPal;3.3
2694; $94.00 ;Credit Card;2.9
2187; $100.00 ;Cash;4.1
1744; $96.00 ;Debit Card;2.7
2612; $36.00 ;Credit Card;4
1097; $27.00 ;Bank Transfer;2.6
2226; $67.00 ;Cash;3.5
954; $91.00 ;PayPal;2.8
2775; $62.00 ;Cash;4.5
2809; $88.00 ;Debit Card;3
2038; $66.00 ;PayPal;4.4
2781; $65.00 ;Credit Card;4.7
1792; $25.00 ;Credit Card;4.3
1500; $64.00 ;Credit Card;4.8
31; $72.00 ;Credit Card;4.8
3122; $74.00 ;Venmo;4.4
3794; $50.00 ;Debit Card;3.7
2352; $97.00 ;Bank Transfer;3.9
155; $36.00 ;Debit Card;3.8
1311; $49.00 ;Cash;4.1
2754; $64.00 ;Bank Transfer;4
184; $31.00 ;Credit Card;4.5
1420; $66.00 ;Cash;4
853; $82.00 ;Credit Card;4.5
117; $88.00 ;Venmo;2.7
2499; $34.00 ;Bank Transfer;3.8
281; $84.00 ;Credit Card;3.8
1317; $96.00 ;Bank Transfer;3.8
1874; $71.00 ;Credit Card;4.3
2302; $77.00 ;Bank Transfer;3.5
1326; $66.00 ;PayPal;3.8
1756; $21.00 ;Cash;3.7
1441; $37.00 ;Credit Card;4.8
1318; $90.00 ;Venmo;4.9
1405; $96.00 ;Cash;4.3
1711; $37.00 ;PayPal;4.4
2893; $66.00 ;Cash;3.4
1481; $45.00 ;Bank Transfer;4.3
925; $89.00 ;Venmo;4.6
260; $94.00 ;PayPal;3.8
2467; $96.00 ;Venmo;3.9
1154; $31.00 ;Credit Card;2.6
2648; $79.00 ;Venmo;4.2
1091; $39.00 ;Venmo;4.6
3685; $22.00 ;Debit Card;5
2886; $32.00 ;PayPal;4.2
3673; $71.00 ;Bank Transfer;4.3
3519; $96.00 ;Venmo;3.3
1418; $82.00 ;Venmo;4.9
590; $76.00 ;Cash;4.4
2479; $22.00 ;Venmo;3.1
2181; $40.00 ;PayPal;3.5
1790; $92.00 ;Bank Transfer;3.9
1121; $94.00 ;Bank Transfer;3.9
2812; $44.00 ;Bank Transfer;4.3
3459; $49.00 ;Venmo;3.8
3435; $26.00 ;Credit Card;2.7
1909; $38.00 ;Credit Card;4.4
2292; $72.00 ;Debit Card;3.5
1822; $99.00 ;Cash;3.4
365; $38.00 ;Venmo;4
1009; $96.00 ;Credit Card;4.8
1033; $27.00 ;Cash;4.5
1283; $24.00 ;PayPal;4.4
583; $82.00 ;Bank Transfer;4.1
3646; $56.00 ;Bank Transfer;4.6
159; $25.00 ;Cash;3.8
3148; $67.00 ;Bank Transfer;2.9
3126; $21.00 ;Bank Transfer;2.8
2815; $27.00 ;Bank Transfer;3
2394; $97.00 ;Debit Card;4.2
2004; $45.00 ;Cash;4.1
2587; $63.00 ;Cash;4.1
3158; $100.00 ;Cash;4.6
263; $38.00 ;PayPal;2.5
422; $45.00 ;PayPal;3
2594; $91.00 ;Credit Card;3.8
1060; $82.00 ;PayPal;4.1
3002; $48.00 ;Venmo;3.3
1417; $30.00 ;PayPal;5
846; $34.00 ;Debit Card;3.8
3572; $68.00 ;PayPal;3.3
3812; $95.00 ;Venmo;5
2473; $22.00 ;Credit Card;2.9
1018; $88.00 ;PayPal;2.5
479; $83.00 ;PayPal;4.7
1022; $87.00 ;PayPal;2.9
2870; $57.00 ;Debit Card;3.7
2137; $88.00 ;Venmo;4.4
2052; $20.00 ;Debit Card;2.9
823; $39.00 ;Cash;3.6
1843; $71.00 ;Bank Transfer;4.8
2017; $73.00 ;Bank Transfer;4.7
265; $63.00 ;Cash;2.6
1199; $78.00 ;Cash;3.4
1665; $96.00 ;Bank Transfer;3.5
1068; $81.00 ;Bank Transfer;3.4
803; $95.00 ;Cash;5
3746; $68.00 ;Credit Card;4.6
1597; $28.00 ;PayPal;4.8
1363; $30.00 ;PayPal;3.7
1974; $31.00 ;Venmo;4.7
3495; $95.00 ;Venmo;4.4
711; $79.00 ;Cash;3.5
3585; $39.00 ;Credit Card;3.8
880; $34.00 ;Debit Card;4.7
1330; $28.00 ;PayPal;3.1
2206; $38.00 ;Debit Card;5
3436; $55.00 ;Credit Card;3.7
3587; $31.00 ;PayPal;3
871; $84.00 ;Cash;4.5
3356; $93.00 ;Bank Transfer;4.7
3776; $28.00 ;Debit Card;3.5
2073; $55.00 ;Debit Card;4.4
1838; $63.00 ;Cash;2.6
3269; $94.00 ;Credit Card;4.2
3602; $36.00 ;Credit Card;2.6
3431; $97.00 ;Venmo;4.8
484; $63.00 ;Venmo;2.9
1433; $77.00 ;Credit Card;4.3
3463; $53.00 ;Credit Card;2.6
3748; $77.00 ;Cash;3.8
2326; $79.00 ;Credit Card;4.2
2252; $37.00 ;Venmo;3.9
1446; $94.00 ;Cash;3.1
617; $76.00 ;PayPal;3.6
555; $68.00 ;PayPal;4
2539; $65.00 ;Cash;3.4
2586; $24.00 ;Venmo;2.6
2114; $31.00 ;Cash;4.5
1784; $89.00 ;Credit Card;4.9
2973; $49.00 ;Venmo;4.4
3542; $92.00 ;Credit Card;3.5
1729; $32.00 ;Bank Transfer;3.3
2167; $67.00 ;Bank Transfer;3.1
1155; $64.00 ;Credit Card;4.2
1658; $84.00 ;PayPal;4.9
3064; $34.00 ;Venmo;3.9
1378; $26.00 ;Bank Transfer;4.2
1291; $50.00 ;Credit Card;4.9
507; $46.00 ;Credit Card;2.8
377; $71.00 ;Credit Card;4.1
466; $78.00 ;Cash;4.8
2995; $35.00 ;PayPal;4.1
1479; $58.00 ;Bank Transfer;3
3317; $67.00 ;Bank Transfer;4.2
253; $93.00 ;Bank Transfer;3.8
1002; $81.00 ;Venmo;3.3
1049; $80.00 ;Debit Card;4.7
3350; $64.00 ;Cash;4.3
1327; $41.00 ;Venmo;2.7
1428; $79.00 ;PayPal;4.2
2666; $60.00 ;Credit Card;4.2
396; $91.00 ;Cash;2.5
3835; $66.00 ;PayPal;3.6
2054; $85.00 ;Bank Transfer;3.4
511; $38.00 ;Credit Card;3.3
2277; $23.00 ;Debit Card;4.6
2383; $71.00 ;Debit Card;3.9
299; $25.00 ;PayPal;3.7
2734; $39.00 ;Debit Card;3.1
2309; $20.00 ;Bank Transfer;4.9
230; $73.00 ;Cash;4.7
1488; $63.00 ;PayPal;2.9
278; $94.00 ;Venmo;4.1
927; $94.00 ;Venmo;4
1599; $71.00 ;Debit Card;2.7
2074; $77.00 ;Credit Card;4
1942; $66.00 ;Credit Card;2.5
166; $23.00 ;Bank Transfer;4.5
3517; $60.00 ;Debit Card;3.9
3595; $72.00 ;Cash;4.9
3197; $35.00 ;Debit Card;3.3
1990; $31.00 ;Venmo;3.8
2789; $33.00 ;Credit Card;2.9
1129; $95.00 ;Credit Card;4
2631; $68.00 ;Credit Card;4.1
1036; $87.00 ;Cash;3.1
2529; $64.00 ;Debit Card;4.6
707; $74.00 ;PayPal;4.6
2680; $62.00 ;Cash;2.6
3623; $97.00 ;Debit Card;5
102; $47.00 ;Cash;2.9
2113; $83.00 ;Debit Card;3.5
2635; $82.00 ;Credit Card;3.7
676; $26.00 ;Bank Transfer;2.9
2276; $81.00 ;PayPal;4.3
1748; $44.00 ;Debit Card;3.2
2596; $88.00 ;PayPal;4.2
696; $76.00 ;Cash;4.2
2129; $89.00 ;PayPal;3.8
30; $22.00 ;Bank Transfer;4.4
646; $33.00 ;Venmo;3.1
3837; $97.00 ;Venmo;5
321; $57.00 ;Venmo;4.7
3023; $38.00 ;Credit Card;3
3303; $55.00 ;PayPal;4.2
1400; $37.00 ;Credit Card;3
932; $43.00 ;Venmo;3.7
328; $96.00 ;Debit Card;2.7
1508; $51.00 ;Debit Card;4.3
702; $95.00 ;Bank Transfer;2.7
3408; $26.00 ;PayPal;3.7
2242; $34.00 ;Cash;4.3
1524; $83.00 ;Cash;4
1098; $24.00 ;Bank Transfer;3.3
3782; $69.00 ;Bank Transfer;4
1016; $40.00 ;Venmo;2.7
688; $87.00 ;PayPal;4.2
3643; $46.00 ;PayPal;4.6
3359; $82.00 ;Credit Card;4.8
3232; $81.00 ;PayPal;2.8
3815; $57.00 ;Debit Card;4.5
3279; $49.00 ;Venmo;3
3159; $42.00 ;Venmo;4.6
3844; $26.00 ;Debit Card;3.3
3230; $38.00 ;PayPal;4.4
3089; $57.00 ;PayPal;4.4
2737; $100.00 ;Cash;4.3
3721; $73.00 ;Cash;3.4
896; $66.00 ;PayPal;2.8
777; $73.00 ;Cash;3.4
3781; $45.00 ;Cash;5
3024; $27.00 ;Cash;4.5
2381; $24.00 ;Credit Card;2.7
3273; $59.00 ;Credit Card;3.4
2636; $20.00 ;Cash;3.4
258; $44.00 ;Cash;2.8
2821; $90.00 ;Bank Transfer;4.7
345; $36.00 ;Credit Card;4.7
800; $95.00 ;PayPal;4.7
413; $30.00 ;Venmo;3.4
2570; $65.00 ;Cash;3.7
3577; $96.00 ;PayPal;4.1
54; $65.00 ;Cash;2.9
804; $47.00 ;Venmo;3.2
3528; $25.00 ;Bank Transfer;3
672; $56.00 ;Debit Card;4.1
2136; $76.00 ;Venmo;4.5
2863; $60.00 ;Debit Card;3.4
744; $67.00 ;Venmo;4.1
3219; $95.00 ;PayPal;4.6
3254; $72.00 ;Bank Transfer;4.6
2026; $98.00 ;PayPal;3.4
3057; $83.00 ;Credit Card;3.3
3771; $37.00 ;PayPal;3.6
1548; $85.00 ;Bank Transfer;4.6
1408; $36.00 ;PayPal;4.3
244; $36.00 ;Venmo;4
1220; $86.00 ;PayPal;4.8
1782; $99.00 ;Venmo;4.3
35; $21.00 ;Bank Transfer;3.3
3838; $84.00 ;Debit Card;2.8
2218; $63.00 ;Cash;4.4
1204; $84.00 ;Cash;3.7
838; $72.00 ;Debit Card;3.6
1470; $21.00 ;Credit Card;3.7
3392; $92.00 ;Cash;5
293; $72.00 ;Cash;2.7
3180; $83.00 ;Cash;4.3
1971; $73.00 ;Bank Transfer;4.1
218; $98.00 ;Cash;2.6
2241; $76.00 ;Cash;3.2
1402; $43.00 ;Bank Transfer;3.5
1231; $60.00 ;Debit Card;3.7
3767; $40.00 ;Debit Card;3.8
2159; $93.00 ;Cash;4.8
913; $98.00 ;Venmo;4.2
2446; $91.00 ;Debit Card;2.9
572; $92.00 ;Venmo;2.9
1525; $87.00 ;PayPal;4.8
1243; $96.00 ;PayPal;2.9
3079; $97.00 ;Bank Transfer;4.8
2939; $55.00 ;Credit Card;4.6
1394; $58.00 ;Credit Card;4.4
2099; $21.00 ;PayPal;3
3485; $82.00 ;Credit Card;4.4
3209; $34.00 ;Credit Card;3.9
2604; $78.00 ;PayPal;4
443; $47.00 ;Debit Card;2.5
2035; $96.00 ;Venmo;4.1
2153; $23.00 ;Cash;4.8
2610; $27.00 ;PayPal;2.6
3662; $37.00 ;Bank Transfer;3.1
202; $79.00 ;Bank Transfer;3.2
1021; $40.00 ;Bank Transfer;4.2
860; $39.00 ;Cash;2.6
400; $73.00 ;Debit Card;3.1
2397; $84.00 ;Credit Card;2.9
123; $94.00 ;Cash;4.6
3597; $47.00 ;Cash;4.1
3449; $77.00 ;PayPal;2.5
3115; $94.00 ;Credit Card;4
753; $75.00 ;PayPal;3.5
1573; $82.00 ;Debit Card;4.4
2459; $36.00 ;PayPal;2.9
649; $90.00 ;Cash;3.1
1532; $48.00 ;PayPal;4.4
1185; $42.00 ;Cash;4.4
1526; $33.00 ;Debit Card;2.7
3105; $63.00 ;Credit Card;4.9
13; $53.00 ;Debit Card;3.5
1052; $37.00 ;Debit Card;4.8
1824; $92.00 ;Bank Transfer;4.2
231; $73.00 ;Bank Transfer;4.6
582; $38.00 ;Credit Card;2.9
2804; $51.00 ;PayPal;4
1212; $90.00 ;Credit Card;4.9
1700; $56.00 ;Bank Transfer;3.1
822; $33.00 ;Debit Card;4.4
1102; $53.00 ;Cash;2.5
764; $24.00 ;Cash;3.4
3192; $59.00 ;Venmo;3.7
671; $72.00 ;PayPal;4.2
3575; $28.00 ;Bank Transfer;3.4
61; $36.00 ;Cash;3.6
2447; $47.00 ;Bank Transfer;4.7
2224; $62.00 ;Cash;4.7
15; $98.00 ;Debit Card;3.6
2199; $28.00 ;PayPal;4.6
3709; $86.00 ;PayPal;2.6
2690; $46.00 ;Venmo;3.1
3557; $42.00 ;PayPal;3.2
236; $80.00 ;Bank Transfer;3.9
1272; $39.00 ;Bank Transfer;4.9
3784; $49.00 ;Debit Card;4.1
1051; $32.00 ;Venmo;4.2
683; $73.00 ;PayPal;4.1
2795; $42.00 ;PayPal;3.9
1206; $58.00 ;Venmo;2.7
1939; $22.00 ;PayPal;3.7
3520; $56.00 ;Debit Card;2.7
2961; $70.00 ;Cash;2.5
3873; $50.00 ;Bank Transfer;3.9
354; $21.00 ;Venmo;3
483; $97.00 ;Bank Transfer;3.2
3109; $63.00 ;Credit Card;3.8
2903; $60.00 ;Credit Card;2.7
2729; $52.00 ;Credit Card;3
818; $32.00 ;Cash;4.1
161; $48.00 ;Cash;3.2
2070; $25.00 ;Cash;4.5
1998; $68.00 ;Bank Transfer;4.3
3112; $74.00 ;PayPal;3.5
1842; $88.00 ;PayPal;3.1
158; $23.00 ;Venmo;3.9
3400; $32.00 ;Cash;2.7
2232; $71.00 ;Venmo;4
1464; $62.00 ;Debit Card;2.7
911; $20.00 ;Credit Card;2.7
32; $62.00 ;Debit Card;4.7
1651; $81.00 ;PayPal;4.5
3041; $90.00 ;Debit Card;3
3027; $43.00 ;Debit Card;3.6
2547; $38.00 ;Credit Card;3.3
1642; $25.00 ;Venmo;4.3
3049; $98.00 ;Cash;4.3
3790; $75.00 ;Debit Card;4.8
3091; $27.00 ;Bank Transfer;4
2380; $27.00 ;Credit Card;3.5
3117; $42.00 ;Debit Card;3.9
8; $90.00 ;Bank Transfer;4.4
1833; $63.00 ;Credit Card;4.6
1600; $96.00 ;Cash;4
1865; $40.00 ;PayPal;4.2
3088; $39.00 ;Debit Card;4.5
3175; $48.00 ;Bank Transfer;3.9
3017; $20.00 ;Venmo;3.7
3559; $29.00 ;Cash;3.6
1205; $81.00 ;Bank Transfer;4.7
2065; $98.00 ;Venmo;3.6
792; $93.00 ;Bank Transfer;2.5
1807; $30.00 ;PayPal;2.9
478; $37.00 ;Venmo;4.4
544; $28.00 ;Venmo;4.6
621; $29.00 ;PayPal;3.7
1495; $49.00 ;Venmo;3.2
346; $53.00 ;Bank Transfer;4.9
747; $66.00 ;PayPal;5
3076; $61.00 ;Debit Card;3.3
1110; $23.00 ;Cash;4.4
2172; $36.00 ;Debit Card;4.7
2985; $81.00 ;Credit Card;3.6
2233; $56.00 ;Credit Card;3.2
378; $78.00 ;Venmo;3
401; $25.00 ;Bank Transfer;4.4
1297; $86.00 ;Credit Card;3.3
1316; $99.00 ;Credit Card;3.4
2346; $83.00 ;Debit Card;3.9
1938; $33.00 ;PayPal;2.9
867; $44.00 ;Venmo;2.9
3267; $58.00 ;Debit Card;2.7
3233; $54.00 ;Credit Card;3.4
2491; $93.00 ;Debit Card;3.7
2327; $98.00 ;Bank Transfer;4.7
1308; $36.00 ;Bank Transfer;3.1
3513; $68.00 ;PayPal;4.2
2453; $95.00 ;Credit Card;3
625; $93.00 ;Bank Transfer;3.1
2620; $99.00 ;Cash;4.2
2304; $22.00 ;Cash;3.8
1607; $88.00 ;Cash;2.9
3753; $65.00 ;Credit Card;4.2
892; $62.00 ;Venmo;3.1
208; $55.00 ;Bank Transfer;3.6
7; $97.00 ;Bank Transfer;4.8
1337; $77.00 ;Credit Card;4.1
969; $40.00 ;Credit Card;3.9
1410; $23.00 ;Venmo;3
3433; $46.00 ;PayPal;3
452; $75.00 ;Venmo;4.9
3610; $76.00 ;Cash;4.8
1041; $59.00 ;Debit Card;3.3
194; $51.00 ;Bank Transfer;2.7
2246; $46.00 ;Bank Transfer;4.2
1342; $26.00 ;PayPal;3.6
545; $51.00 ;Venmo;3.8
769; $44.00 ;Venmo;3.8
3405; $82.00 ;Bank Transfer;4.2
19; $44.00 ;PayPal;2.7
1721; $27.00 ;Venmo;5
2982; $90.00 ;PayPal;4.7
3386; $58.00 ;Cash;3.2
891; $80.00 ;PayPal;2.9
1434; $40.00 ;PayPal;4.2
3149; $23.00 ;Credit Card;3.7
796; $34.00 ;PayPal;4.2
436; $35.00 ;Debit Card;2.6
1076; $75.00 ;Debit Card;4
3302; $60.00 ;Debit Card;2.7
529; $87.00 ;Debit Card;4
2858; $41.00 ;Credit Card;2.9
223; $83.00 ;PayPal;3.3
2417; $81.00 ;Bank Transfer;4
1788; $56.00 ;Cash;3.9
3593; $58.00 ;Debit Card;3.3
1421; $84.00 ;Venmo;3.9
1935; $21.00 ;Credit Card;3.9
2422; $35.00 ;PayPal;4.2
538; $43.00 ;Venmo;4.6
1714; $20.00 ;Debit Card;3.3
3263; $36.00 ;Credit Card;4.8
1090; $70.00 ;Debit Card;4.1
2341; $83.00 ;Credit Card;3.4
1646; $76.00 ;Bank Transfer;3.6
1388; $81.00 ;PayPal;2.7
3063; $47.00 ;Bank Transfer;3.2
2706; $35.00 ;Bank Transfer;4.4
514; $85.00 ;Debit Card;4.9
3765; $96.00 ;Debit Card;4.8
2142; $98.00 ;PayPal;2.8
1477; $52.00 ;Credit Card;2.9
277; $84.00 ;Debit Card;3.2
2651; $71.00 ;Venmo;3.5
588; $95.00 ;Bank Transfer;4.1
2738; $47.00 ;Venmo;4.1
863; $75.00 ;Venmo;4.8
1542; $28.00 ;PayPal;2.8
462; $44.00 ;Venmo;4.7
2262; $64.00 ;Cash;4.8
1953; $28.00 ;Debit Card;2.9
2930; $21.00 ;Cash;2.6
3571; $41.00 ;Debit Card;3.3
3710; $38.00 ;Cash;3.4
3897; $77.00 ;Venmo;3.6
2503; $43.00 ;Debit Card;3.8
11; $91.00 ;Cash;3.4
658; $68.00 ;Debit Card;3.8
1980; $37.00 ;PayPal;3.3
2217; $23.00 ;Bank Transfer;4.8
3756; $65.00 ;Venmo;3.9
3210; $30.00 ;Cash;4.2
2879; $45.00 ;Venmo;4.7
2512; $25.00 ;Venmo;2.7
3422; $72.00 ;Venmo;3.8
760; $75.00 ;Cash;3.6
3029; $63.00 ;Cash;2.9
535; $35.00 ;Credit Card;3.9
195; $32.00 ;Venmo;4.7
1797; $25.00 ;Bank Transfer;3.3
2958; $90.00 ;Venmo;4.2
410; $70.00 ;Debit Card;2.6
901; $27.00 ;Venmo;4.9
2814; $92.00 ;Debit Card;3.6
847; $20.00 ;Credit Card;4.7
234; $52.00 ;Credit Card;3.2
2336; $57.00 ;Venmo;3.6
3640; $96.00 ;Venmo;3.6
3510; $68.00 ;Bank Transfer;3.2
1730; $30.00 ;Bank Transfer;2.8
2617; $37.00 ;PayPal;4
3532; $42.00 ;Bank Transfer;4.4
739; $54.00 ;Credit Card;3.4
3501; $81.00 ;Debit Card;5
894; $40.00 ;Bank Transfer;3.1
641; $88.00 ;Cash;4.2
2700; $94.00 ;Debit Card;3.3
3652; $54.00 ;Debit Card;2.9
2337; $51.00 ;Debit Card;4.7
323; $22.00 ;Credit Card;4
399; $95.00 ;Credit Card;4.6
3798; $57.00 ;PayPal;3.8
1194; $45.00 ;Debit Card;3.6
1654; $92.00 ;Debit Card;4.1
1229; $40.00 ;Debit Card;2.7
3335; $62.00 ;Debit Card;4.3
3468; $90.00 ;Credit Card;4.9
187; $82.00 ;Venmo;4.2
2476; $52.00 ;Debit Card;2.8
3276; $70.00 ;Cash;4.9
1422; $83.00 ;PayPal;2.8
1577; $49.00 ;Bank Transfer;2.9
945; $91.00 ;Bank Transfer;2.5
3546; $99.00 ;Bank Transfer;2.7
1950; $92.00 ;Debit Card;3.3
768; $87.00 ;Debit Card;3.7
3497; $28.00 ;Credit Card;4
2310; $71.00 ;Debit Card;4.1
2710; $32.00 ;Bank Transfer;4.1
1055; $33.00 ;PayPal;2.5
2126; $75.00 ;Credit Card;4.2
1341; $83.00 ;Cash;4.7
418; $93.00 ;Venmo;2.7
2465; $29.00 ;Bank Transfer;3
1026; $25.00 ;PayPal;4.8
1087; $76.00 ;Venmo;4.4
1107; $81.00 ;Bank Transfer;4.3
2660; $80.00 ;Venmo;2.5
3006; $70.00 ;Credit Card;4.9
22; $81.00 ;PayPal;4.9
1189; $86.00 ;PayPal;3.9
549; $94.00 ;Debit Card;4.1
3347; $66.00 ;Cash;3.3
2373; $98.00 ;Bank Transfer;4.1
3437; $25.00 ;Bank Transfer;3.7
725; $62.00 ;Debit Card;3.1
2266; $98.00 ;Cash;3
99; $53.00 ;Venmo;3.4
3865; $66.00 ;Cash;2.7
915; $52.00 ;Venmo;3.1
1007; $64.00 ;Cash;4
389; $59.00 ;Bank Transfer;3.6
2679; $61.00 ;PayPal;3.6
1249; $97.00 ;Venmo;3.3
1062; $23.00 ;Bank Transfer;4.1
3077; $98.00 ;Cash;4.3
1944; $98.00 ;Debit Card;3.2
2949; $59.00 ;Credit Card;3.9
1761; $82.00 ;Bank Transfer;5
162; $82.00 ;Venmo;3.4
26; $41.00 ;Bank Transfer;3.8
56; $52.00 ;Venmo;2.9
2751; $41.00 ;Credit Card;2.6
2957; $70.00 ;Cash;4.3
1764; $91.00 ;Venmo;2.8
3743; $95.00 ;Credit Card;4.5
118; $25.00 ;Venmo;3.8
528; $89.00 ;PayPal;3
1015; $44.00 ;PayPal;3.3
2907; $52.00 ;Cash;3.1
2576; $94.00 ;Credit Card;3.5
685; $98.00 ;Credit Card;4.6
2044; $40.00 ;Bank Transfer;4.1
499; $25.00 ;Venmo;3.6
331; $62.00 ;Debit Card;2.9
2130; $24.00 ;Debit Card;4.8
1050; $57.00 ;Cash;3.2
1184; $66.00 ;Bank Transfer;4.3
292; $70.00 ;Bank Transfer;4.1
2437; $39.00 ;Venmo;4.6
620; $34.00 ;PayPal;3.8
1741; $38.00 ;Credit Card;4.5
2299; $70.00 ;Bank Transfer;3.1
1927; $80.00 ;Credit Card;2.9
2155; $51.00 ;PayPal;3.8
1275; $79.00 ;Cash;4.1
2942; $92.00 ;Cash;3.1
1988; $85.00 ;Cash;5
3043; $63.00 ;Cash;4.5
1864; $60.00 ;Credit Card;2.8
2313; $44.00 ;Debit Card;3.2
5; $57.00 ;Bank Transfer;3.1
1223; $24.00 ;PayPal;3.3
2031; $35.00 ;Bank Transfer;3.4
1899; $73.00 ;Cash;3.8
2722; $42.00 ;PayPal;3.5
1623; $20.00 ;Credit Card;4.8
2731; $89.00 ;Credit Card;3.9
872; $76.00 ;PayPal;3.4
3712; $56.00 ;Cash;2.6
92; $100.00 ;Bank Transfer;3.1
3328; $44.00 ;Credit Card;3.3
2082; $76.00 ;Credit Card;2.8
723; $97.00 ;Cash;4.3
3884; $39.00 ;PayPal;2.7
3747; $100.00 ;Debit Card;4.4
2774; $62.00 ;Credit Card;3.9
1690; $98.00 ;Debit Card;3
2006; $31.00 ;Credit Card;4
2755; $89.00 ;PayPal;3.7
3163; $91.00 ;Debit Card;3.8
1296; $50.00 ;Debit Card;3.3
3018; $32.00 ;Venmo;3.6
1986; $67.00 ;Cash;3.9
3503; $28.00 ;Bank Transfer;3.5
3412; $65.00 ;Credit Card;3.4
3340; $73.00 ;Venmo;4.7
2621; $27.00 ;Credit Card;3
627; $89.00 ;Venmo;3.9
3750; $72.00 ;Credit Card;4.5
385; $37.00 ;PayPal;4.1
1793; $63.00 ;Venmo;4.5
3296; $90.00 ;Debit Card;4
1881; $62.00 ;Cash;4.3
2483; $43.00 ;Debit Card;3.6
3099; $96.00 ;Credit Card;3.1
45; $83.00 ;Credit Card;2.6
2546; $67.00 ;PayPal;3.4
2061; $90.00 ;Credit Card;2.9
3675; $53.00 ;Cash;5
3896; $37.00 ;Cash;4.6
1905; $56.00 ;PayPal;3.3
441; $43.00 ;Credit Card;2.9
3252; $84.00 ;Credit Card;4.9
2534; $50.00 ;Venmo;5
2375; $88.00 ;Venmo;4.5
75; $50.00 ;Venmo;3.7
1556; $80.00 ;Cash;2.8
2075; $47.00 ;Bank Transfer;3.5
2655; $33.00 ;Credit Card;3
52; $100.00 ;Cash;4.3
176; $26.00 ;Cash;3.6
1047; $79.00 ;Venmo;4.4
1224; $77.00 ;Cash;4.1
3825; $36.00 ;Cash;2.8
493; $21.00 ;Venmo;2.8
3579; $72.00 ;Debit Card;4.9
3113; $25.00 ;Credit Card;4.1
217; $79.00 ;Credit Card;3
1254; $73.00 ;Bank Transfer;3
491; $71.00 ;Credit Card;3
3207; $48.00 ;Cash;3.2
3418; $28.00 ;Debit Card;2.7
2100; $95.00 ;Debit Card;3.8
722; $48.00 ;Debit Card;3.5
1085; $93.00 ;Venmo;3.8
3108; $87.00 ;Cash;3.8
55; $32.00 ;Venmo;3.4
3446; $38.00 ;PayPal;2.9
1343; $54.00 ;Debit Card;3.4
748; $75.00 ;Bank Transfer;4.7
3445; $56.00 ;Debit Card;3.9
656; $43.00 ;Debit Card;3.6
2545; $97.00 ;Cash;3.7
2923; $75.00 ;Venmo;3.1
2458; $55.00 ;Venmo;4.9
3461; $49.00 ;Debit Card;2.6
918; $58.00 ;Cash;4.2
3688; $34.00 ;Debit Card;4.8
1210; $43.00 ;Cash;2.7
53; $48.00 ;Venmo;2.6
302; $40.00 ;PayPal;2.6
3457; $29.00 ;Debit Card;3.1
2170; $81.00 ;Credit Card;2.6
3244; $84.00 ;Credit Card;3.4
3804; $46.00 ;PayPal;3.6
349; $86.00 ;Venmo;4.3
700; $57.00 ;Credit Card;4.9
877; $61.00 ;Debit Card;4.8
601; $90.00 ;Credit Card;4.2
678; $51.00 ;Credit Card;2.6
1734; $48.00 ;Debit Card;3.2
2624; $50.00 ;Bank Transfer;3.4
3795; $82.00 ;Bank Transfer;3.5
814; $33.00 ;Credit Card;4.2
1921; $28.00 ;Debit Card;2.8
2288; $42.00 ;Venmo;5
3376; $43.00 ;Credit Card;3.3
811; $55.00 ;PayPal;3.7
3001; $73.00 ;Venmo;2.5
242; $39.00 ;Bank Transfer;3.2
2989; $20.00 ;Credit Card;3.1
526; $32.00 ;Cash;3.5
189; $86.00 ;Debit Card;4.6
2328; $91.00 ;Credit Card;3.3
96; $59.00 ;Credit Card;2.5
3799; $33.00 ;Credit Card;4.6
1704; $64.00 ;PayPal;4.2
936; $67.00 ;Bank Transfer;4
2490; $43.00 ;Credit Card;2.6
3284; $32.00 ;Debit Card;4.6
3070; $39.00 ;Venmo;3.5
3393; $41.00 ;Bank Transfer;4
3603; $53.00 ;PayPal;4.8
909; $27.00 ;PayPal;3.9
2059; $82.00 ;Cash;3.7
