Customer_ID;Age;Gender;Item_Purchased;Category;Size;Color;Season;Purchase_Amount__USD_;Payment_Method;Shipping_Type;Location;Frequency_of_Purchases;Review_Rating
3091;29;Female;Shirt;Clothing;M;Peach;Summer; $27.00 ;Bank Transfer;Store Pickup;Texas;Fortnightly;4.0
3092;68;Female;Dress;Clothing;L;Orange;Winter; $77.00 ;Bank Transfer;Free Shipping;Nevada;Fortnightly;3.0
3093;52;Female;Sunglasses;Accessories;L;Silver;Fall; $51.00 ;Credit Card;Free Shipping;Utah;Fortnightly;4.1
3094;29;Female;Socks;Clothing;L;Red;Summer; $94.00 ;Venmo;Store Pickup;Pennsylvania;Quarterly;3.0
3095;22;Female;Sandals;Footwear;M;Gray;Summer; $92.00 ;Venmo;Next Day Air;Georgia;Bi-Weekly;2.5
3096;62;Female;Hat;Accessories;S;Beige;Fall; $63.00 ;PayPal;Next Day Air;Minnesota;Monthly;3.5
3097;69;Female;Shirt;Clothing;L;White;Winter; $74.00 ;Cash;Free Shipping;Kansas;Bi-Weekly;3.4
3098;48;Female;Shoes;Footwear;M;Silver;Fall; $98.00 ;Cash;Standard;Delaware;Annually;3.3
3099;66;Female;Pants;Clothing;L;Cyan;Summer; $96.00 ;Credit Card;Next Day Air;New Mexico;Bi-Weekly;3.1
3100;42;Female;Shirt;Clothing;S;Maroon;Fall; $66.00 ;Credit Card;Standard;Michigan;Quarterly;4.4
3101;50;Female;Hat;Accessories;L;Purple;Winter; $29.00 ;Cash;Store Pickup;Vermont;Weekly;4.4
3102;32;Female;Jewelry;Accessories;S;Brown;Summer; $30.00 ;Bank Transfer;Next Day Air;Idaho;Bi-Weekly;4.6
3103;51;Female;Jacket;Outerwear;M;Green;Summer; $97.00 ;Venmo;Express;South Dakota;Annually;2.6
3104;27;Female;Shirt;Clothing;S;Peach;Winter; $45.00 ;Credit Card;Next Day Air;Illinois;Monthly;2.6
3105;43;Female;Pants;Clothing;S;Turquoise;Summer; $63.00 ;Credit Card;Free Shipping;Georgia;Monthly;4.9
3106;48;Female;Skirt;Clothing;M;Olive;Fall; $40.00 ;Credit Card;Store Pickup;Oregon;Monthly;2.8
3107;62;Female;Sandals;Footwear;M;Yellow;Winter; $25.00 ;Debit Card;Express;Alabama;Every 3 Months;3.6
3108;65;Female;Blouse;Clothing;L;Gray;Winter; $87.00 ;Cash;2-Day Shipping;Hawaii;Monthly;3.8
3109;50;Female;Socks;Clothing;M;Purple;Fall; $63.00 ;Credit Card;Standard;Oregon;Monthly;3.8
3110;60;Female;Jacket;Outerwear;M;Gray;Winter; $33.00 ;PayPal;2-Day Shipping;Illinois;Monthly;3.1
3111;19;Female;Handbag;Accessories;L;Lavender;Fall; $43.00 ;Credit Card;Free Shipping;Texas;Bi-Weekly;2.8
3112;21;Female;Belt;Accessories;XL;Indigo;Spring; $74.00 ;PayPal;Standard;Kansas;Weekly;3.5
3113;19;Female;Blouse;Clothing;S;Green;Fall; $25.00 ;Credit Card;Express;Texas;Bi-Weekly;4.1
3114;46;Female;Shirt;Clothing;L;Green;Summer; $51.00 ;Venmo;Store Pickup;Nebraska;Quarterly;3.8
3115;21;Female;Handbag;Accessories;M;Olive;Spring; $94.00 ;Credit Card;Store Pickup;Arkansas;Bi-Weekly;4.0
3116;26;Female;Scarf;Accessories;M;Charcoal;Fall; $46.00 ;PayPal;Next Day Air;South Dakota;Every 3 Months;4.4
3117;50;Female;Coat;Outerwear;L;Gray;Spring; $42.00 ;Debit Card;Next Day Air;Montana;Quarterly;3.9
3118;43;Female;Hoodie;Clothing;M;Olive;Fall; $54.00 ;PayPal;Standard;Florida;Fortnightly;3.2
3119;61;Female;Shorts;Clothing;L;Blue;Summer; $74.00 ;PayPal;2-Day Shipping;Virginia;Monthly;4.9
3120;63;Female;Sandals;Footwear;XL;Silver;Winter; $86.00 ;PayPal;Free Shipping;Louisiana;Annually;3.4
3121;46;Female;Shirt;Clothing;M;Magenta;Fall; $44.00 ;Venmo;Standard;Louisiana;Weekly;4.0
3122;63;Female;Hoodie;Clothing;L;Black;Fall; $74.00 ;Venmo;Next Day Air;Louisiana;Fortnightly;4.4
3123;23;Female;Socks;Clothing;M;Pink;Fall; $46.00 ;PayPal;Standard;Georgia;Fortnightly;3.5
3124;57;Female;Handbag;Accessories;XL;Red;Fall; $23.00 ;Debit Card;Free Shipping;Iowa;Bi-Weekly;4.3
3125;57;Female;Jewelry;Accessories;M;Peach;Summer; $24.00 ;Debit Card;Next Day Air;California;Weekly;2.9
3126;33;Female;Coat;Outerwear;L;Lavender;Spring; $21.00 ;Bank Transfer;Standard;Oregon;Fortnightly;2.8
3127;57;Female;Sunglasses;Accessories;L;Lavender;Winter; $51.00 ;Debit Card;Free Shipping;Maine;Fortnightly;4.8
3128;55;Female;Gloves;Accessories;M;Beige;Winter; $32.00 ;Cash;Standard;Louisiana;Every 3 Months;4.4
3129;65;Female;Jacket;Outerwear;S;Indigo;Fall; $61.00 ;PayPal;Store Pickup;Arkansas;Quarterly;4.0
3130;60;Female;Sandals;Footwear;S;Cyan;Summer; $34.00 ;Bank Transfer;Free Shipping;Maryland;Annually;3.3
3131;52;Female;Pants;Clothing;M;Yellow;Summer; $58.00 ;Bank Transfer;Next Day Air;Vermont;Every 3 Months;4.7
3132;34;Female;Jacket;Outerwear;M;Peach;Fall; $32.00 ;Venmo;Express;North Dakota;Fortnightly;2.9
3133;33;Female;Sweater;Clothing;M;Yellow;Summer; $35.00 ;PayPal;2-Day Shipping;Michigan;Weekly;3.9
3134;58;Female;T-shirt;Clothing;M;Orange;Spring; $71.00 ;PayPal;Standard;Arkansas;Fortnightly;2.6
3135;35;Female;Boots;Footwear;L;Gray;Spring; $67.00 ;PayPal;Standard;Kentucky;Annually;2.5
3136;68;Female;Shoes;Footwear;L;Yellow;Spring; $22.00 ;Bank Transfer;Next Day Air;Indiana;Quarterly;4.7
3137;58;Female;Skirt;Clothing;M;Gray;Fall; $41.00 ;Credit Card;Store Pickup;Minnesota;Fortnightly;3.9
3138;34;Female;Coat;Outerwear;M;Turquoise;Spring; $36.00 ;Venmo;Free Shipping;Louisiana;Monthly;2.7
3139;47;Female;Blouse;Clothing;L;Gray;Fall; $25.00 ;PayPal;2-Day Shipping;Kentucky;Annually;3.9
3140;35;Female;Sunglasses;Accessories;M;Olive;Winter; $75.00 ;PayPal;Next Day Air;Georgia;Every 3 Months;2.8
3141;34;Female;Gloves;Accessories;XL;Peach;Summer; $26.00 ;Bank Transfer;2-Day Shipping;Alaska;Every 3 Months;3.1
3142;36;Female;Sunglasses;Accessories;S;Peach;Winter; $29.00 ;PayPal;Store Pickup;Mississippi;Bi-Weekly;4.8
3143;23;Female;Sneakers;Footwear;L;Magenta;Winter; $100.00 ;PayPal;Store Pickup;Kansas;Bi-Weekly;4.0
3144;68;Female;Hoodie;Clothing;M;Purple;Summer; $22.00 ;Credit Card;Express;Arizona;Weekly;4.3
3145;23;Female;Boots;Footwear;L;Beige;Spring; $37.00 ;Credit Card;Store Pickup;Maine;Annually;3.4
3146;57;Female;Handbag;Accessories;XL;Purple;Spring; $68.00 ;Debit Card;Next Day Air;Texas;Fortnightly;3.4
3147;21;Female;Shirt;Clothing;S;Yellow;Winter; $59.00 ;Venmo;Free Shipping;Virginia;Weekly;3.8
3148;45;Female;Sweater;Clothing;M;Pink;Winter; $67.00 ;Bank Transfer;Free Shipping;North Dakota;Quarterly;2.9
3149;37;Female;Shorts;Clothing;L;Purple;Fall; $23.00 ;Credit Card;Store Pickup;West Virginia;Annually;3.7
3150;18;Female;Belt;Accessories;M;Lavender;Winter; $56.00 ;PayPal;Free Shipping;North Carolina;Quarterly;3.4
3151;55;Female;Blouse;Clothing;M;Peach;Spring; $39.00 ;Credit Card;Express;Georgia;Every 3 Months;3.8
3152;52;Female;T-shirt;Clothing;L;Orange;Fall; $82.00 ;Bank Transfer;2-Day Shipping;New Mexico;Quarterly;4.7
3153;49;Female;Belt;Accessories;M;Red;Fall; $41.00 ;Cash;2-Day Shipping;North Carolina;Annually;3.4
3154;56;Female;Socks;Clothing;L;Red;Fall; $36.00 ;Venmo;2-Day Shipping;Alabama;Fortnightly;3.0
3155;27;Female;Belt;Accessories;M;Gold;Winter; $83.00 ;PayPal;Standard;Connecticut;Every 3 Months;2.8
3156;22;Female;Handbag;Accessories;M;Brown;Fall; $38.00 ;PayPal;Free Shipping;Montana;Annually;4.4
3157;18;Female;Shirt;Clothing;M;Black;Winter; $78.00 ;PayPal;Next Day Air;Montana;Every 3 Months;3.6
3158;21;Female;Belt;Accessories;L;Red;Fall; $100.00 ;Cash;2-Day Shipping;Maine;Every 3 Months;4.6
3159;30;Female;Jewelry;Accessories;M;Gray;Winter; $42.00 ;Venmo;Free Shipping;Mississippi;Every 3 Months;4.6
3160;62;Female;Hat;Accessories;L;Pink;Winter; $36.00 ;PayPal;Store Pickup;Louisiana;Quarterly;4.9
3161;28;Female;Backpack;Accessories;XL;Turquoise;Fall; $80.00 ;Cash;Express;Nebraska;Weekly;3.2
3162;66;Female;Dress;Clothing;S;Charcoal;Winter; $35.00 ;Debit Card;2-Day Shipping;Massachusetts;Fortnightly;4.9
3163;66;Female;Shoes;Footwear;L;Blue;Winter; $91.00 ;Debit Card;Store Pickup;Wisconsin;Every 3 Months;3.8
3164;49;Female;Pants;Clothing;XL;Turquoise;Summer; $42.00 ;PayPal;Next Day Air;Nebraska;Bi-Weekly;2.9
3165;40;Female;Dress;Clothing;L;Silver;Winter; $91.00 ;Cash;Store Pickup;Arizona;Quarterly;4.5
3166;49;Female;Jacket;Outerwear;M;Lavender;Spring; $69.00 ;Cash;Next Day Air;Hawaii;Quarterly;2.7
3167;19;Female;Shirt;Clothing;M;Gold;Winter; $86.00 ;Cash;Free Shipping;Georgia;Weekly;4.9
3168;24;Female;Dress;Clothing;M;Blue;Fall; $35.00 ;Cash;Next Day Air;Oregon;Fortnightly;4.0
3169;31;Female;Jeans;Clothing;M;Orange;Spring; $76.00 ;PayPal;Store Pickup;Montana;Quarterly;3.2
3170;35;Female;T-shirt;Clothing;M;White;Fall; $83.00 ;Cash;Next Day Air;Georgia;Bi-Weekly;4.5
3171;65;Female;Sunglasses;Accessories;XL;Charcoal;Spring; $56.00 ;Venmo;Next Day Air;Rhode Island;Monthly;4.0
3172;68;Female;Jewelry;Accessories;M;Maroon;Spring; $94.00 ;PayPal;Express;Tennessee;Bi-Weekly;4.0
3173;57;Female;Socks;Clothing;M;Olive;Fall; $81.00 ;Credit Card;Free Shipping;Missouri;Weekly;4.3
3174;69;Female;Skirt;Clothing;L;Teal;Summer; $31.00 ;Debit Card;Standard;Washington;Bi-Weekly;4.6
3175;45;Female;Pants;Clothing;L;Orange;Winter; $48.00 ;Bank Transfer;Free Shipping;Oklahoma;Quarterly;3.9
3176;35;Female;Socks;Clothing;M;Maroon;Fall; $62.00 ;Venmo;Store Pickup;Connecticut;Weekly;2.8
3177;36;Female;Sandals;Footwear;XL;Turquoise;Spring; $28.00 ;Venmo;Express;Arkansas;Bi-Weekly;4.7
3178;55;Female;Belt;Accessories;L;Beige;Fall; $54.00 ;Credit Card;2-Day Shipping;Missouri;Annually;4.0
3179;66;Female;Sandals;Footwear;L;Beige;Spring; $33.00 ;Credit Card;Next Day Air;Washington;Every 3 Months;3.1
3180;57;Female;Shorts;Clothing;M;Olive;Spring; $83.00 ;Cash;Store Pickup;Idaho;Annually;4.3
3181;18;Female;Handbag;Accessories;L;Turquoise;Fall; $68.00 ;Debit Card;Standard;Montana;Annually;3.5
3182;31;Female;Jacket;Outerwear;M;Charcoal;Summer; $83.00 ;Credit Card;Free Shipping;Montana;Annually;3.9
3183;50;Female;Sunglasses;Accessories;L;Green;Fall; $99.00 ;Credit Card;Store Pickup;Georgia;Every 3 Months;4.0
3184;50;Female;Sneakers;Footwear;M;Green;Winter; $76.00 ;Bank Transfer;Next Day Air;Mississippi;Fortnightly;3.0
3185;61;Female;Sweater;Clothing;L;Green;Spring; $21.00 ;Cash;Standard;Hawaii;Monthly;4.8
3186;52;Female;Skirt;Clothing;L;Gold;Fall; $45.00 ;Venmo;Free Shipping;Ohio;Annually;4.0
3187;38;Female;Jewelry;Accessories;S;Cyan;Winter; $32.00 ;Credit Card;Express;Virginia;Weekly;2.5
3188;67;Female;Blouse;Clothing;L;Indigo;Winter; $98.00 ;Debit Card;Store Pickup;Texas;Annually;4.0
3189;42;Female;Blouse;Clothing;M;Lavender;Winter; $54.00 ;Venmo;Free Shipping;Vermont;Quarterly;2.7
3190;25;Female;Boots;Footwear;M;Beige;Summer; $54.00 ;Cash;Next Day Air;Kansas;Bi-Weekly;3.5
3191;41;Female;Jeans;Clothing;S;Purple;Fall; $50.00 ;Credit Card;Free Shipping;California;Annually;3.4
3192;62;Female;Hoodie;Clothing;XL;Maroon;Winter; $59.00 ;Venmo;Express;Mississippi;Quarterly;3.7
3193;19;Female;Sweater;Clothing;S;Maroon;Fall; $64.00 ;Bank Transfer;Free Shipping;Iowa;Annually;3.8
3194;63;Female;Gloves;Accessories;L;Teal;Winter; $70.00 ;Cash;Standard;Virginia;Annually;4.7
3195;43;Female;Sneakers;Footwear;L;Gold;Summer; $93.00 ;PayPal;Store Pickup;Maryland;Annually;4.8
3196;68;Female;Sunglasses;Accessories;S;Red;Spring; $27.00 ;Bank Transfer;Express;Missouri;Bi-Weekly;4.2
3197;24;Female;Belt;Accessories;L;Maroon;Winter; $35.00 ;Debit Card;2-Day Shipping;Wisconsin;Quarterly;3.3
3198;27;Female;Sweater;Clothing;M;Teal;Spring; $73.00 ;Debit Card;Standard;Maine;Annually;4.8
3199;61;Female;Gloves;Accessories;L;Peach;Winter; $85.00 ;Debit Card;Free Shipping;Pennsylvania;Bi-Weekly;2.7
3200;59;Female;Handbag;Accessories;XL;Pink;Winter; $49.00 ;Cash;Standard;Maine;Every 3 Months;4.0
3201;67;Female;Socks;Clothing;L;Black;Spring; $36.00 ;Bank Transfer;Next Day Air;Missouri;Quarterly;4.8
3202;46;Female;Pants;Clothing;S;Indigo;Fall; $84.00 ;Venmo;2-Day Shipping;Vermont;Fortnightly;4.9
3203;65;Female;Scarf;Accessories;L;Green;Fall; $51.00 ;Cash;Next Day Air;Wisconsin;Bi-Weekly;3.1
3204;63;Female;Coat;Outerwear;L;Teal;Spring; $89.00 ;Venmo;Express;New Jersey;Annually;2.8
3205;57;Female;Jacket;Outerwear;XL;Lavender;Fall; $29.00 ;Debit Card;Store Pickup;New Mexico;Quarterly;3.3
3206;40;Female;Hoodie;Clothing;XL;Magenta;Fall; $76.00 ;PayPal;Next Day Air;Colorado;Quarterly;4.6
3207;36;Female;Boots;Footwear;M;Brown;Winter; $48.00 ;Cash;Next Day Air;California;Weekly;3.2
3208;67;Female;Socks;Clothing;XL;Beige;Summer; $72.00 ;Venmo;Express;Arizona;Quarterly;3.1
3209;61;Female;Jewelry;Accessories;L;Indigo;Winter; $34.00 ;Credit Card;Express;Indiana;Quarterly;3.9
3210;64;Female;Shoes;Footwear;L;Peach;Fall; $30.00 ;Cash;Next Day Air;Arkansas;Fortnightly;4.2
3211;30;Female;Socks;Clothing;M;Magenta;Summer; $27.00 ;Credit Card;Store Pickup;Nevada;Weekly;3.6
3212;53;Female;Pants;Clothing;L;Turquoise;Winter; $62.00 ;Bank Transfer;2-Day Shipping;Rhode Island;Bi-Weekly;3.7
3213;27;Female;Sneakers;Footwear;M;Indigo;Winter; $62.00 ;Bank Transfer;Next Day Air;Wyoming;Fortnightly;4.0
3214;27;Female;Sunglasses;Accessories;M;Brown;Winter; $20.00 ;Cash;Next Day Air;Texas;Monthly;4.6
3215;53;Female;Skirt;Clothing;M;Yellow;Spring; $77.00 ;Credit Card;Standard;Washington;Every 3 Months;3.7
3216;34;Female;Coat;Outerwear;M;Magenta;Summer; $25.00 ;Venmo;2-Day Shipping;Rhode Island;Quarterly;4.7
3217;39;Female;Hoodie;Clothing;S;Olive;Winter; $48.00 ;Bank Transfer;Store Pickup;Illinois;Quarterly;2.7
3218;44;Female;Sunglasses;Accessories;M;Silver;Fall; $93.00 ;Venmo;Next Day Air;Oregon;Weekly;4.3
3219;37;Female;Skirt;Clothing;M;Teal;Fall; $95.00 ;PayPal;Store Pickup;Florida;Annually;4.6
3220;57;Female;Coat;Outerwear;L;White;Summer; $83.00 ;Cash;Next Day Air;Kansas;Monthly;2.5
3221;38;Female;Handbag;Accessories;M;Blue;Fall; $100.00 ;Debit Card;Free Shipping;North Dakota;Fortnightly;4.8
3222;21;Female;T-shirt;Clothing;M;Yellow;Winter; $25.00 ;Bank Transfer;2-Day Shipping;New Hampshire;Annually;4.7
3223;45;Female;Sunglasses;Accessories;S;Maroon;Fall; $64.00 ;Bank Transfer;Free Shipping;Texas;Every 3 Months;3.7
3224;68;Female;Shirt;Clothing;S;Gray;Spring; $24.00 ;PayPal;2-Day Shipping;Montana;Fortnightly;4.7
3225;37;Female;Hoodie;Clothing;L;Indigo;Winter; $79.00 ;Bank Transfer;Next Day Air;Delaware;Weekly;2.7
3226;53;Female;Blouse;Clothing;M;Pink;Fall; $29.00 ;Credit Card;Express;New Hampshire;Quarterly;4.7
3227;57;Female;Sneakers;Footwear;XL;Beige;Spring; $40.00 ;Credit Card;2-Day Shipping;Minnesota;Fortnightly;4.8
3228;28;Female;Scarf;Accessories;XL;White;Fall; $26.00 ;Cash;Next Day Air;Alaska;Annually;3.1
3229;37;Female;Jewelry;Accessories;M;Yellow;Spring; $75.00 ;Debit Card;Standard;Connecticut;Bi-Weekly;2.6
3230;54;Female;Pants;Clothing;M;Teal;Fall; $38.00 ;PayPal;Next Day Air;Connecticut;Annually;4.4
3231;49;Female;Sneakers;Footwear;M;Olive;Summer; $86.00 ;Bank Transfer;Standard;Kansas;Annually;3.3
3232;62;Female;Shoes;Footwear;M;Maroon;Winter; $81.00 ;PayPal;Free Shipping;Nevada;Every 3 Months;2.8
3233;45;Female;T-shirt;Clothing;M;White;Spring; $54.00 ;Credit Card;Store Pickup;Massachusetts;Weekly;3.4
3234;45;Female;Belt;Accessories;M;Lavender;Fall; $95.00 ;Credit Card;Free Shipping;Indiana;Fortnightly;2.6
3235;49;Female;Jewelry;Accessories;M;Black;Winter; $47.00 ;Bank Transfer;2-Day Shipping;Washington;Every 3 Months;3.1
3236;27;Female;Belt;Accessories;M;Green;Summer; $25.00 ;Debit Card;Free Shipping;Kansas;Every 3 Months;3.4
3237;63;Female;Belt;Accessories;L;Olive;Fall; $35.00 ;PayPal;Standard;South Carolina;Weekly;2.6
3238;61;Female;T-shirt;Clothing;M;Gray;Summer; $53.00 ;PayPal;Standard;Vermont;Bi-Weekly;3.9
3239;25;Female;Sneakers;Footwear;XL;Teal;Fall; $78.00 ;Credit Card;Express;Wyoming;Bi-Weekly;3.1
3240;33;Female;Sunglasses;Accessories;M;Charcoal;Fall; $56.00 ;PayPal;Standard;Colorado;Monthly;4.9
3241;56;Female;Sandals;Footwear;M;Violet;Fall; $30.00 ;PayPal;Free Shipping;West Virginia;Weekly;2.9
3242;50;Female;Handbag;Accessories;M;Lavender;Summer; $37.00 ;Credit Card;Next Day Air;Connecticut;Annually;4.9
3243;45;Female;Socks;Clothing;S;Beige;Fall; $48.00 ;Venmo;Next Day Air;Oregon;Annually;3.5
3244;45;Female;Hoodie;Clothing;L;Black;Summer; $84.00 ;Credit Card;2-Day Shipping;Idaho;Fortnightly;3.4
3245;65;Female;Sweater;Clothing;M;Black;Fall; $38.00 ;Bank Transfer;2-Day Shipping;Arkansas;Quarterly;4.9
3246;63;Female;Pants;Clothing;M;Purple;Fall; $30.00 ;Cash;Standard;Kansas;Quarterly;4.5
3247;70;Female;Sneakers;Footwear;M;Magenta;Summer; $56.00 ;Credit Card;2-Day Shipping;Michigan;Monthly;3.0
3248;53;Female;Gloves;Accessories;M;Teal;Summer; $63.00 ;PayPal;Standard;Arkansas;Weekly;2.9
3249;22;Female;T-shirt;Clothing;S;Teal;Summer; $26.00 ;Bank Transfer;Next Day Air;Pennsylvania;Fortnightly;4.2
3250;26;Female;Backpack;Accessories;M;Pink;Summer; $55.00 ;PayPal;Free Shipping;Virginia;Weekly;2.8
3251;23;Female;Coat;Outerwear;M;Teal;Spring; $36.00 ;Bank Transfer;Store Pickup;Minnesota;Fortnightly;3.5
3252;25;Female;Coat;Outerwear;M;Gold;Winter; $84.00 ;Credit Card;Free Shipping;Nevada;Annually;4.9
3253;69;Female;Sandals;Footwear;L;Brown;Spring; $94.00 ;Debit Card;Store Pickup;Montana;Bi-Weekly;4.9
3254;36;Female;Backpack;Accessories;M;Brown;Fall; $72.00 ;Bank Transfer;Express;Nebraska;Annually;4.6
3255;21;Female;Sweater;Clothing;S;Magenta;Winter; $94.00 ;Venmo;Next Day Air;Indiana;Monthly;3.6
3256;57;Female;Shorts;Clothing;M;Black;Fall; $20.00 ;Cash;Next Day Air;New Jersey;Annually;3.6
3257;60;Female;Sunglasses;Accessories;L;Teal;Winter; $49.00 ;Credit Card;Store Pickup;Wisconsin;Annually;3.0
3258;44;Female;Shirt;Clothing;M;Brown;Fall; $81.00 ;Cash;Express;Minnesota;Monthly;2.6
3259;31;Female;Shoes;Footwear;M;Magenta;Spring; $22.00 ;Venmo;Next Day Air;New Jersey;Bi-Weekly;3.3
3260;57;Female;Hat;Accessories;XL;Indigo;Fall; $50.00 ;Bank Transfer;Free Shipping;Oklahoma;Monthly;4.6
3261;39;Female;Scarf;Accessories;M;Violet;Summer; $44.00 ;Debit Card;Next Day Air;Wisconsin;Weekly;4.9
3262;48;Female;Belt;Accessories;L;Cyan;Winter; $85.00 ;Debit Card;Standard;Rhode Island;Annually;4.6
3263;42;Female;T-shirt;Clothing;M;Violet;Spring; $36.00 ;Credit Card;Express;Indiana;Every 3 Months;4.8
3264;56;Female;Shorts;Clothing;S;Black;Fall; $80.00 ;Bank Transfer;Express;Vermont;Fortnightly;3.0
3265;28;Female;Pants;Clothing;S;Charcoal;Winter; $42.00 ;Venmo;Store Pickup;Maine;Every 3 Months;3.9
3266;40;Female;Sunglasses;Accessories;M;White;Winter; $67.00 ;PayPal;Standard;Alabama;Every 3 Months;4.1
3267;49;Female;Coat;Outerwear;S;Gray;Winter; $58.00 ;Debit Card;2-Day Shipping;Alabama;Annually;2.7
3268;37;Female;Hoodie;Clothing;L;Pink;Winter; $98.00 ;Debit Card;Standard;Idaho;Every 3 Months;4.4
3269;22;Female;Dress;Clothing;M;Cyan;Fall; $94.00 ;Credit Card;2-Day Shipping;Arkansas;Bi-Weekly;4.2
3270;27;Female;Blouse;Clothing;M;Blue;Winter; $88.00 ;Bank Transfer;Express;Ohio;Quarterly;2.9
3271;59;Female;Socks;Clothing;M;Indigo;Winter; $60.00 ;PayPal;2-Day Shipping;Illinois;Bi-Weekly;3.5
3272;35;Female;Socks;Clothing;XL;Magenta;Spring; $51.00 ;Debit Card;Next Day Air;Nevada;Fortnightly;3.2
3273;58;Female;Shoes;Footwear;M;Lavender;Winter; $59.00 ;Credit Card;Store Pickup;Texas;Weekly;3.4
3274;58;Female;Belt;Accessories;S;Orange;Summer; $94.00 ;Bank Transfer;Standard;Nevada;Quarterly;4.0
3275;46;Female;Sweater;Clothing;M;Cyan;Spring; $36.00 ;Credit Card;Next Day Air;Oklahoma;Quarterly;4.1
3276;43;Female;Pants;Clothing;XL;Green;Summer; $70.00 ;Cash;Free Shipping;Alabama;Fortnightly;4.9
3277;39;Female;Scarf;Accessories;M;White;Summer; $41.00 ;PayPal;Store Pickup;South Dakota;Bi-Weekly;3.1
3278;59;Female;Skirt;Clothing;M;Blue;Spring; $49.00 ;Cash;Free Shipping;Texas;Weekly;4.6
3279;59;Female;Dress;Clothing;M;Black;Summer; $49.00 ;Venmo;2-Day Shipping;Montana;Quarterly;3.0
3280;59;Female;Hat;Accessories;S;Red;Fall; $44.00 ;PayPal;Next Day Air;Wyoming;Weekly;3.1
3281;45;Female;Handbag;Accessories;L;Red;Winter; $27.00 ;Debit Card;2-Day Shipping;New York;Fortnightly;2.8
3282;27;Female;Pants;Clothing;L;Gold;Winter; $89.00 ;PayPal;2-Day Shipping;Oregon;Every 3 Months;3.7
3283;24;Female;T-shirt;Clothing;M;Red;Fall; $41.00 ;Cash;Standard;California;Bi-Weekly;3.9
3284;47;Female;Jacket;Outerwear;L;Purple;Spring; $32.00 ;Debit Card;Standard;North Carolina;Bi-Weekly;4.6
3285;70;Female;Scarf;Accessories;L;White;Spring; $25.00 ;Venmo;Standard;Kentucky;Fortnightly;2.8
3286;58;Female;Hat;Accessories;XL;Magenta;Fall; $90.00 ;Credit Card;Store Pickup;Hawaii;Every 3 Months;3.1
3287;45;Female;Jacket;Outerwear;L;Pink;Winter; $20.00 ;Credit Card;Free Shipping;Illinois;Every 3 Months;2.6
3288;24;Female;Skirt;Clothing;L;Black;Spring; $91.00 ;Credit Card;Express;West Virginia;Weekly;4.2
3289;67;Female;Handbag;Accessories;XL;White;Spring; $95.00 ;Venmo;2-Day Shipping;South Carolina;Monthly;3.9
3290;31;Female;Backpack;Accessories;M;Maroon;Summer; $23.00 ;Bank Transfer;2-Day Shipping;Montana;Bi-Weekly;4.4
3291;52;Female;Coat;Outerwear;L;Black;Spring; $54.00 ;Credit Card;Free Shipping;North Dakota;Bi-Weekly;3.8
3292;29;Female;Belt;Accessories;L;Olive;Fall; $53.00 ;Credit Card;Express;New Mexico;Quarterly;2.8
3293;62;Female;Handbag;Accessories;L;Gray;Spring; $71.00 ;Cash;Express;Missouri;Bi-Weekly;3.7
3294;19;Female;Coat;Outerwear;M;Gold;Spring; $36.00 ;Debit Card;Store Pickup;West Virginia;Monthly;2.5
3295;62;Female;Sweater;Clothing;S;Magenta;Spring; $53.00 ;Cash;Next Day Air;South Carolina;Annually;4.5
3296;70;Female;Blouse;Clothing;S;Lavender;Summer; $90.00 ;Debit Card;Free Shipping;West Virginia;Quarterly;4.0
3297;20;Female;Blouse;Clothing;M;Green;Spring; $76.00 ;Debit Card;Express;Alaska;Annually;4.3
3298;67;Female;Belt;Accessories;M;Violet;Fall; $36.00 ;PayPal;2-Day Shipping;West Virginia;Weekly;4.1
3299;65;Female;Jacket;Outerwear;M;Brown;Fall; $76.00 ;PayPal;Next Day Air;New Mexico;Weekly;3.2
3300;45;Female;Shorts;Clothing;L;Teal;Spring; $38.00 ;Venmo;Express;South Dakota;Quarterly;3.8
3301;26;Female;Hat;Accessories;M;Charcoal;Spring; $55.00 ;Credit Card;Standard;Oklahoma;Weekly;3.6
3302;36;Female;Pants;Clothing;XL;Charcoal;Summer; $60.00 ;Debit Card;Next Day Air;Oklahoma;Every 3 Months;2.7
3303;36;Female;Blouse;Clothing;XL;Beige;Winter; $55.00 ;PayPal;Next Day Air;Alabama;Every 3 Months;4.2
3304;20;Female;Belt;Accessories;S;Turquoise;Summer; $96.00 ;Bank Transfer;Free Shipping;Mississippi;Annually;2.6
3305;30;Female;Handbag;Accessories;XL;Orange;Fall; $50.00 ;Credit Card;Store Pickup;Mississippi;Every 3 Months;2.8
3306;34;Female;Hoodie;Clothing;L;Cyan;Summer; $65.00 ;Credit Card;Free Shipping;Nebraska;Bi-Weekly;4.3
3307;63;Female;Jacket;Outerwear;L;Orange;Summer; $22.00 ;Bank Transfer;Store Pickup;Colorado;Weekly;4.4
3308;18;Female;Scarf;Accessories;S;Green;Winter; $95.00 ;Credit Card;2-Day Shipping;Pennsylvania;Annually;4.6
3309;55;Female;Jeans;Clothing;M;Pink;Fall; $72.00 ;Debit Card;Store Pickup;Utah;Fortnightly;2.6
3310;48;Female;Handbag;Accessories;M;Blue;Summer; $46.00 ;PayPal;Standard;Massachusetts;Quarterly;3.5
